0.48436	24.22740	B			
0.48712	23.52538	B			
0.48843	24.10862	B			
0.49169	24.25842	B			
0.35714	17.4		A	Kha01	D.T.Khating et al, Radiation Measurements 34, 305 (2001)	
0.71429	22.8		A			
1.07143	26.2		A				
1.42857	25.0		A			
1.78571	23.5		A			
2.14286	22.1		A			
2.50	19.8		A			
2.85714	18.1		A			
3.21429	17.0		A			
3.57143	16.2		A			
3.92857	15.5		A			
1.00	26.48		C	Shr08 	V.Sharma et al, Nucl. Instrum. Methods B 266, 3988 (2008)	
1.25	25.04		C			
1.50	23.91		C			
1.75	22.99		C			
2.00	22.23		C			
2.25	21.57		C			
2.50	20.95		C			
2.75	20.37		C			
3.00	19.78		C			
3.25	19.17		C			
3.50	18.52		C			
3.75	17.82		C			
4.00	17.08		C			
4.25	16.29		C			
4.50	15.45		C			
